                                    lz                                    | mp_code |                mp_name                |     mn_name      |      dc_name       |  pr_name   
 59101 - ZALOC: Lowveld open access cattle and other income               |  877083 | Buyisonto                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877128 | Chavelagaza                           | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877029 | Clare A                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877039 | Clare B                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877037 | Clare C                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877108 | Croquet Lawn A                        | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877100 | Croquet Lawn B                        | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877062 | Dingledayle                           | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877049 | Dingleydale B                         | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877091 | Dumfries A                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877090 | Dumfries B                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877089 | Dumfries C                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877061 | Edinburgh A                           | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877056 | Edinburgh B                           | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877046 | Eglington A                           | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877054 | Eglington B                           | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877127 | Fayini                                | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877042 | Ga-Josepha                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877042 | Ga-Josepha                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877011 | GaBoelang                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877070 | Godide                                | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877031 | Gottenburg                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877043 | Graigieburn                           | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59950 - ZAPRP: Protected, private nature or game reserve                 |  877050 | Hebron State Forest                   | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877025 | Hlalakahle                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877120 | Hlanganani                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877120 | Hlanganani                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877028 | Hlavekisa                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877036 | Hluvukani                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877139 | Hoxani                                | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877065 | Humulani                              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877125 | Hundzukani                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877026 | Islington                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877137 | Jim Brown                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877129 | Jongilanga                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877114 | Kamalamule                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877020 | Kgapamadi                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877020 | Kgapamadi                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877019 | Khielang                              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877134 | Khokhamoya                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877102 | Khomanani                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59950 - ZAPRP: Protected, private nature or game reserve                 |  877002 | Klaserie Private Nature Reserve       | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59903 - ZAPRO: Protected nature, forest or game reserve, gazetted        |  877005 | Kruger National Park                  | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877071 | Kumana                                | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877048 | Landela A                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877066 | Landela B                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877117 | Legokgwe                              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877117 | Legokgwe                              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877111 | Lillydale                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877047 | Ludlow                                | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877124 | Mabharule                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877059 | Maboke                                | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877077 | Madyembeni                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877082 | Mafemani                              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59880 - ZAULT: Formal residential in traditional tenure                  |  877082 | Mafemani                              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877126 | Mahlobyanini                          | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877138 | Mahukule A                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877140 | Mahukule B                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877113 | Malamule                              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877016 | Mamelodi                              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877016 | Mamelodi                              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59904 - ZAPRC: Community conservation area                               |  877141 | Mangwazi                              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877098 | Manyakatana                           | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59950 - ZAPRP: Protected, private nature or game reserve                 |  877006 | Manyeleti Game reserve                | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877013 | Maotole                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877013 | Maotole                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877017 | Mapaleng A                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877023 | Mapaleng B                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59831 - ZAUIS: Urban, residential, informal better serviced              |  877107 | Mapulaneng View                       | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  877107 | Mapulaneng View                       | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877067 | Maripe                                | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877067 | Maripe                                | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877132 | Marite                                | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877121 | Marongwane                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877096 | Masakeng                              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877104 | Masana                                | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59551 - ZAFOR: Agriforestry plantations and forests                      |  877110 | Matenten                              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877130 | Mathibela                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877099 | Matsavana                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877099 | Matsavana                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877097 | Matshaye                              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877106 | Maviljan A                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877084 | Maviljan B                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877072 | Merry Pebble Stream                   | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877109 | Metsi                                 | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877093 | Mhlumeni                              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877135 | Mkhuhlu                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877135 | Mkhuhlu                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59805 - ZAUNT: Traditional tenure industrial area                        |  877135 | Mkhuhlu                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59880 - ZAULT: Formal residential in traditional tenure                  |  877135 | Mkhuhlu                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877035 | Mokhololine                           | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877012 | Moloro                                | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877058 | Motlamogale                           | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877058 | Motlamogale                           | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877034 | Motlamogatsane                        | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877103 | Mphenyatsatsi                         | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877086 | New Forest A                          | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877073 | New Forest B                          | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877033 | New Line                              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877122 | New Market Manor                      | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877118 | Oakley                                | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877080 | Orinoco A                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877080 | Orinoco A                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877060 | Orinoco B                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877085 | Orinoco C                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877018 | Pelindaba                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877007 | Phungwe                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877081 | Relani                                | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877075 | Rivoni                                | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877030 | Rooiboklaagte A                       | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877041 | Rooiboklaagte B                       | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877112 | Rulani                                | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59950 - ZAPRP: Protected, private nature or game reserve                 |  877092 | Sabi-Sand Game Reserve                | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59903 - ZAPRO: Protected nature, forest or game reserve, gazetted        |  877136 | Sabie Park                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59950 - ZAPRP: Protected, private nature or game reserve                 |  877010 | Salique State Forest                  | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877133 | Sekrepeng                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877044 | Setlhake                              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877045 | Seville A                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877055 | Seville B                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877055 | Seville B                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877040 | Seville C                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877078 | Shata                                 | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59880 - ZAULT: Formal residential in traditional tenure                  |  877094 | Shatale                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877119 | Teka Mahala                           | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877119 | Teka Mahala                           | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877095 | Thabakgolo                            | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877038 | Thorndale                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59950 - ZAPRP: Protected, private nature or game reserve                 |  877004 | Thornybush Game Reserve               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59802 - ZAUCO: Urban, commercial / mercantile                            |  877069 | Thulamahashe                          | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  877069 | Thulamahashe                          | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877032 | Thulani                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59950 - ZAPRP: Protected, private nature or game reserve                 |  877003 | Timbavati                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877116 | Tiyimeleni A                          | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877116 | Tiyimeleni A                          | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877115 | Tiyimeleni B                          | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877021 | Tsakani                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877021 | Tsakani                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59801 - ZAUCT: Traditional tenure commercial/mercantile area             |  877021 | Tsakani                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877068 | Tshunelani A                          | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877063 | Tshunelani B                          | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59950 - ZAPRP: Protected, private nature or game reserve                 |  877001 | Umbabat Nature Reserve                | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877064 | Utlha A                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877057 | Utlha B                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877076 | Violetbank A                          | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877087 | Violetbank B                          | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877079 | Violetbank C                          | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877079 | Violetbank C                          | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877074 | Violetbank D                          | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877123 | Waterval                              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59551 - ZAFOR: Agriforestry plantations and forests                      |  877123 | Waterval                              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59950 - ZAPRP: Protected, private nature or game reserve                 |  877051 | Welgevonden State Forest              | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877014 | Welverdiend                           | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877101 | Xanthia                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877101 | Xanthia                               | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877022 | Xikhusese                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877022 | Xikhusese                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877088 | Zoeknog A                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  877053 | Zoeknog B                             | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  877131 | eMakhazeni B                          | Bushbuckridge    | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874052 | Aldie                                 | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874037 | Backdoor                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  874070 | Berlin State Forest                   | Mbombela         | Ehlanzeni          | Mpumalanga
 59903 - ZAPRO: Protected nature, forest or game reserve, gazetted        |  874070 | Berlin State Forest                   | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874010 | Bhekiswayo                            | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874048 | Broedersvrede                         | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874035 | Buyelani                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874059 | Daantjie                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59801 - ZAUCT: Traditional tenure commercial/mercantile area             |  874059 | Daantjie                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59880 - ZAULT: Formal residential in traditional tenure                  |  874059 | Daantjie                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59806 - ZAUIN: Urban, industrial / transport                             |  874057 | Drum Rock                             | Mbombela         | Ehlanzeni          | Mpumalanga
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  874057 | Drum Rock                             | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874038 | Dwaleni                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  874068 | Elandshoek                            | Mbombela         | Ehlanzeni          | Mpumalanga
 59880 - ZAULT: Formal residential in traditional tenure                  |  874055 | Emoyeni                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  874062 | Entokozweni                           | Mbombela         | Ehlanzeni          | Mpumalanga
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  874034 | Forsicht                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874024 | Ga-Tshwene                            | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874028 | Gutshwa                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874029 | Gutshwakop                            | Mbombela         | Ehlanzeni          | Mpumalanga
 59802 - ZAUCO: Urban, commercial / mercantile                            |  874006 | Hazyview                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  874006 | Hazyview                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59890 - ZAUSM: Urban, smallholdings, uncultivated or grazing             |  874006 | Hazyview                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59903 - ZAPRO: Protected nature, forest or game reserve, gazetted        |  874006 | Hazyview                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874043 | Hlauhlau                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874018 | Jerusalem                             | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874031 | Kabokweni                             | Mbombela         | Ehlanzeni          | Mpumalanga
 59880 - ZAULT: Formal residential in traditional tenure                  |  874031 | Kabokweni                             | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874060 | Kanyamazane                           | Mbombela         | Ehlanzeni          | Mpumalanga
 59805 - ZAUNT: Traditional tenure industrial area                        |  874060 | Kanyamazane                           | Mbombela         | Ehlanzeni          | Mpumalanga
 59830 - ZAUIT: Traditional tenure informal settlement                    |  874060 | Kanyamazane                           | Mbombela         | Ehlanzeni          | Mpumalanga
 59880 - ZAULT: Formal residential in traditional tenure                  |  874060 | Kanyamazane                           | Mbombela         | Ehlanzeni          | Mpumalanga
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  874064 | Karino                                | Mbombela         | Ehlanzeni          | Mpumalanga
 59890 - ZAUSM: Urban, smallholdings, uncultivated or grazing             |  874064 | Karino                                | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874027 | Khumbula                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59903 - ZAPRO: Protected nature, forest or game reserve, gazetted        |  874022 | Kruger National Park                  | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874020 | Legogote                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874019 | Lundi                                 | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874058 | Luphisi                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874036 | Mahukube                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874002 | Mahukule A                            | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874008 | Mahushu                               | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874072 | Makawusi                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59201 - ZALCM: Lowveld open access mixed farming                         |  874023 | Makoko                                | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874026 | Malekutu                              | Mbombela         | Ehlanzeni          | Mpumalanga
 59101 - ZALOC: Lowveld open access cattle and other income               |  874016 | Manzini                               | Mbombela         | Ehlanzeni          | Mpumalanga
